Common Name,Link,Scientific Name,Classification,Order,Family,Temperament,Level,Diet,PH,GH,Temp,Size,Continent
Mbu Pufferfish,/species-spotlight/mbu-pufferfish/,Tetraodonmbu,Actinopterygii,Tetraodontiformes,Tetraodontidae,Aggressive,Bottom - Middle,Molluscivore,7.5,17.5,25.0,75.0,AF
Meghalaya Danio,/species-spotlight/meghalaya-danio/,DanioMeghalayensis,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,7.0,9.5,21.95,10.0,AS
Melanzona Guppy,/species-spotlight/melanzona-guppy/,Poeciliaparae,Actinopterygii,Cyprinodontiformes,Poeciliidae,Peaceful,Middle - Top,Omnivore,7.5,14.0,25.85,5.0,SA
Melon Barb,/species-spotlight/melon-barb/,Haludariafasciata,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Bottom - Middle,Omnivore,6.5,5.0,24.15,6.0,AS
Merry Widow Livebearer,/species-spotlight/merry-widow-livebearer/,Phallichthysamates,Actinopterygii,Cyprinodontiformes,Poeciliidae,Peaceful,All Levels,Omnivore,7.0,12.5,25.3,7.0,NAM
Mexican Tetra,/species-spotlight/mexican-tetra/,Astyanaxmexicanus,Actinopterygii,Characiformes,Characidae,Peaceful,Middle,Omnivore,7.25,17.5,22.5,12.0,NAM
Mollies,/species-spotlight/mollies/,PoeciliaSphenops,Actinopterygii,Cyprinodontiformes,Poeciliidae,Peaceful,All Levels,Omnivore,7.5,22.5,23.9,12.0,SA
Montags Tetra,/species-spotlight/montags-tetra/,Hyphessbryconmontagi,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.0,9.0,25.3,3.0,SA
Moonlight Gourami,/species-spotlight/moonlight-gourami/,Trichopodusmicrolepis,Actinopterygii,Anabantiformes,Osphronemidae,Peaceful,Middle - Top,Omnivore,6.75,13.5,27.5,15.0,AS
Mottled Ctenopoma,/species-spotlight/mottled-ctenopoma/,Ctenopomaweeksii,Actinopterygii,Anabantiformes,Anabantidae,Peaceful,Bottom - Middle,Carnivore,6.75,9.5,25.85,12.0,AF
Mountain Crystal Tetra,/species-spotlight/mountain-crystal-tetra/,Protocheirodonpi,Actinopterygii,Characiformes,Characidae,Peaceful,Middle,Omnivore,6.75,12.5,25.5,4.0,SA
Narayan Barb,/species-spotlight/narayan-barb/,"Pethiasetnai,Pethianarayani",Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle,Omnivore,6.75,7.0,23.0,7.0,AS
Nego Dagua Tetra,/species-spotlight/nego-dagua-tetra/,Hyphessobryconnegodagua,Actinopterygii,Characiformes,Characidae,Peaceful,Bottom - Middle,Omnivore,6.25,6.5,25.85,3.0,SA
Neon Blue Rasbora,/species-spotlight/neon-blue-rasbora/,Sundadanioaxelrodi,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,5.25,3.5,24.45,3.0,AS
Neon Green Rasbora,/species-spotlight/neon-green-rasbora/,Microdevariokubotai,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,6.5,6.0,24.5,2.0,AS
Neon Tetra,/species-spotlight/neon-tetra/,Paracheirodoninnesi,Actinopterygii,Characiformes,Characidae,Peaceful,Middle,Omnivore,6.25,6.0,23.35,4.0,SA
Nijssens Corydoras,/species-spotlight/nijssens-corydoras/,Corydorasnijsseni,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom - Middle,Omnivore,6.0,6.0,23.6,5.0,SA
Ninja Shrimp,/species-spotlight/ninja-shrimp/,Caridinaserratirostris,Malacostraca,Decapoda,Atyidae,Peaceful,All Levels,Omnivore,7.25,8.0,25.5,2.5,OC
Normans Lampeye Killifish,/species-spotlight/normans-lampeye-killifish/,Poropanchaxnormani,Actinopterygii,Cyprinodontiformes,Poeciliidae,Peaceful,Middle - Top,Omnivore,7.0,10.0,24.15,4.0,AF
Odessa Barb,/species-spotlight/odessa-barb/,PethiaPadamya,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle,Omnivore,6.75,6.0,25.0,8.0,AS
Opaline Gourami,/species-spotlight/opaline-gourami/,Trichopodustrichopterus,Actinopterygii,Anabantiformes,Osphronemidae,Peaceful,Middle,Omnivore,7.0,20.0,25.85,15.0,AS
Orange Finned Danio,/species-spotlight/orange-finned-danio/,Daniokyathit,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Top,Omnivore,7.0,9.5,20.85,5.0,AS
Orange Rili Shrimp,/species-spotlight/orange-rili-shrimp/,NeocaridinaHeteropodaVa,Malacostraca,Decapoda,Atyidae,Peaceful,Bottom - Middle,Omnivore,7.3,11.0,21.1,2.5,AS
Ornate Ctenopoma,/species-spotlight/ornate-ctenopoma/,Microctenopomaansorgii,Actinopterygii,Anabantiformes,Anabantidae,Peaceful,Bottom - Middle,Carnivore,6.5,12.5,23.35,8.0,AF
Ornate Rainbowfish,/species-spotlight/ornate-rainbowfish/,Rhadinocentrusornatus,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle,Omnivore,6.5,15.0,23.9,8.0,OC
Ornate Tetra,/species-spotlight/ornate-tetra/,Hyphessobryconbentosi,Actinopterygii,Characiformes,Characidae,Peaceful,All Levels,Omnivore,7.25,7.5,25.3,5.0,SA
Pacific Blue Eye Rainbowfish,/species-spotlight/pacific-blue-eye-rainbowfish/,Pseudomugilsignifer,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle - Top,Omnivore,7.0,10.0,24.5,7.0,OC
Palespotted Corydoras,/species-spotlight/palespotted-corydoras/,Corydorasgossei,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,6.25,7.0,24.15,6.0,SA
Panda Corydoras,/species-spotlight/panda-corydoras/,CorydorasPanda,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.0,11.0,22.5,5.0,SA
Panda Garra,/species-spotlight/panda-garra/,GarraFlavatra,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Bottom - Middle,Omnivore,6.75,7.0,24.45,9.0,AS
Panda Loach,/species-spotlight/panda-loach/,Yaoshaniapachychilus,Actinopterygii,Cypriniformes,Gastromyzontidae,Peaceful,Bottom - Middle,Omnivore,7.0,15.0,21.95,6.0,AS
Pantanalensis Corydoras,/species-spotlight/pantanalensis-corydoras/,Corydoraspantanalensis,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom - Middle,Omnivore,6.75,6.0,26.5,8.0,SA
Panther Danio,/species-spotlight/panther-danio/,Brachydanioaesculapii,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Top,Omnivore,7.5,6.5,24.15,4.5,AS
Paradise Fish,/species-spotlight/paradise-fish/,MacropodusOpercularis,Actinopterygii,Anabantiformes,Osphronemidae,Semi-Aggressive,Middle - Top,Omnivore,7.0,15.5,23.9,7.0,AS
Parkinsons Rainbowfish,/species-spotlight/parkinsons-rainbowfish/,Melanotaeniaparkinsoni,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle,Omnivore,7.5,16.5,23.6,15.0,OC
Peacock Gudgeon,/species-spotlight/peacock-gudgeon/,TateurndinaOcellicauda,Actinopterygii,Gobiiformes,Eleotridae,Peaceful,Bottom - Middle,Omnivore,6.9,8.5,24.15,7.5,OC
Pearl Danio,/species-spotlight/pearl-danio/,Danioalbolineatus,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,7.0,12.0,20.0,6.5,AS
Pearl Gourami,/species-spotlight/pearl-gourami/,TrichopodusLeerii,Actinopterygii,Anabantiformes,Osphronemidae,Peaceful,Middle - Top,Omnivore,6.75,15.0,25.0,12.0,AS
Penguin Tetra,/species-spotlight/penguin-tetra/,Thayeriaboehlkei,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,7.0,11.0,25.0,6.0,SA
Pentazona Barb,/species-spotlight/pentazona-barb/,DesmopuntiusPentazona,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,5.5,8.5,26.1,8.5,AS
Peppered Corydoras,/species-spotlight/peppered-corydoras/,CorydorasPaleatus,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom - Middle,Omnivore,6.75,10.0,21.95,6.0,SA
Phoenix Rasbora,/species-spotlight/phoenix-rasbora/,BorarasMerah,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,5.5,7.5,23.5,2.0,AS
Phoenix Tetra,/species-spotlight/phoenix-tetra/,Hemigrammusfilamentosus,Actinopterygii,Characiformes,Characidae,Peaceful,Middle,Omnivore,7.0,8.5,24.75,4.0,SA
Picta Swamp Guppy,/species-spotlight/picta-swamp-guppy/,Micropoeciliapicta,Actinopterygii,Cyprinodontiformes,Poeciliidae,Peaceful,Middle - Top,Omnivore,8.0,15.0,26.95,3.0,SA
Pictus Catfish,/species-spotlight/pictus-catfish/,Pimeloduspictus,Actinopterygii,Siluriformes,Pimelodidae,Peaceful,Bottom,Omnivore,6.75,10.0,24.15,12.0,SA
Pink Kissing Gourami,/species-spotlight/pink-kissing-gourami/,Helostomatemmincki,Actinopterygii,Anabantiformes,Helostomatidae,Semi-Aggressive,Middle - Top,Omnivore,7.0,12.5,25.0,30.0,AS
Pink Lemon Tetra,/species-spotlight/pink-lemon-tetra/,Hyphessobryconitaparicensis,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.75,10.0,25.0,4.0,SA
Pink Tail Chalceus,/species-spotlight/pink-tail-chalceus/,Chalceusmacrolepidotus,Actinopterygii,Characiformes,Characidae,Semi-Aggressive,Middle - Top,Carnivore,6.75,12.5,25.3,30.0,SA
Platies,/species-spotlight/platies/,"Xiphophorusandersi,Xiphophoruscouchianus,Xiphophorusevelynae,Xiphophorusgordoni,Xiphophoruskosszanderi,Xiphophorusmaculatus,Xiphophorusmeyeri,Xiphophorusmilleri,Xiphophorusroseni,Xiphophorusvariatus,Xiphophorusnephridium",Actinopterygii,Cyprinodontiformes,Poeciliidae,Peaceful,Middle - Top,Omnivore,7.5,17.5,21.65,7.5,NAM
Platinum Alligator Gar,/species-spotlight/platinum-alligator-gar/,Atractosteusspatula,Actinopterygii,Lepisosteiformes,Lepisosteidae,Aggressive,Middle - Top,Carnivore,7.0,4.0,23.35,10.0,NAM
Platinum Medaka Ricefish,/species-spotlight/platinum-medaka-ricefish/,OryziaslatipesvarPlatinum,Actinopterygii,Beloniformes,Adrianichthyidae,Peaceful,Middle - Top,Omnivore,7.5,12.0,22.5,4.0,AS
Polka Dot Loach,/species-spotlight/polka-dot-loach/,BotiaKubotai,Actinopterygii,Cypriniformes,Botiidae,Semi-Aggressive,Bottom - Middle,Omnivore,6.7,5.5,25.85,12.0,AS
Polystictus Corydoras,/species-spotlight/polystictus-corydoras/,Corydoraspolystictus,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.0,15.0,25.0,3.0,SA
Pond Snail,/species-spotlight/pond-snail/,Lymnaeastagnalis,Gastropoda,Hygrophila,Lymnaeidae,Peaceful,All Levels,Omnivore,7.5,6.0,16.1,7.0,EU
Popondetta Blue Eye Rainbowfish,/species-spotlight/popondetta-blue-eye-rainbowfish/,Pseudomugilconnieae,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle,Omnivore,7.0,10.0,25.85,5.0,OC
Porthole Rasbora,/species-spotlight/porthole-rasbora/,Rasboracephalotaenia,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,6.25,6.5,23.5,13.0,AS
Pretty Tetra,/species-spotlight/pretty-tetra/,Hemigrammuspulcher,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.25,6.5,24.5,4.5,SA
Pulcher Corydoras,/species-spotlight/pulcher-corydoras/,Corydoraspulcher,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,6.75,13.5,24.4,7.0,SA
Purple Pencilfish,/species-spotlight/purple-pencilfish/,Nannostomusrubrocaudatus,Actinopterygii,Characiformes,Lebiasinidae,Peaceful,Middle - Top,Omnivore,5.5,7.0,25.85,4.0,SA
Pygmy Corydoras,/species-spotlight/pygmy-corydoras/,CorydorasPygmaeus,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.0,13.5,24.15,3.0,SA
Queen Arabesque Plecostomus L260,/species-spotlight/queen-arabesque-plecostomus-l260/,Hypancistrussp,Actinopterygii,Siluriformes,Loricariidae,Peaceful,Bottom,Omnivore,6.5,8.5,26.95,9.0,SA
Raccoon Tetra,/species-spotlight/raccoon-tetra/,Hyphessobryconprocyon,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.25,10.0,25.85,5.0,SA
Rainbow Cichlid,/species-spotlight/rainbow-cichlid/,Herotilapiamultispinosa,Actinopterygii,Cichliformes,Cichlidae,Semi-Aggressive,All Levels,Omnivore,7.5,12.5,25.0,17.0,NAM
Rainbow Copella Tetra,/species-spotlight/rainbow-copella-tetra/,Copellavilmae,Actinopterygii,Characiformes,Lebiasinidae,Peaceful,Middle - Top,Omnivore,6.0,7.5,23.9,4.5,SA
Rainbow Shark,/species-spotlight/rainbow-shark/,EpalzeorhynchosFrenatum,Actinopterygii,Cypriniformes,Cyprinidae,Semi-Aggressive,Bottom - Middle,Omnivore,7.0,13.0,24.45,15.0,AS
Rainbow Shiner,/species-spotlight/rainbow-shiner/,Notropischrosomus,Actinopterygii,Cypriniformes,Leuciscidae,Peaceful,Middle - Top,Omnivore,7.25,17.5,16.95,8.0,NAM
Rainbow Tetra,/species-spotlight/rainbow-tetra/,Nematobryconlacortei,Actinopterygii,Characiformes,Characidae,Peaceful,Middle,Omnivore,6.0,6.5,24.45,4.0,SA
Ramshorn Snail,/species-spotlight/ramshorn-snail/,Planorbelladuryi,Gastropoda,Hygrophila,Planorbidae,Peaceful,All Levels,Herbivore,7.5,11.0,23.35,2.5,NAM
Red Banded Leporinus,/species-spotlight/red-banded-leporinus/,Synaptolaemuslatofasciatus,Actinopterygii,Characiformes,Anostomidae,Peaceful,Bottom - Middle,Omnivore,6.5,8.5,26.1,12.0,SA
Red Base Tetra,/species-spotlight/red-base-tetra/,Hemigrammusstictus,Actinopterygii,Characiformes,Characidae,Peaceful,Top,Omnivore,6.7,10.0,24.45,4.5,SA
Red Belted Goby,/species-spotlight/red-belted-goby/,Sicyopuszosterophorus,Actinopterygii,Gobiiformes,Oxudercidae,Peaceful,Bottom - Middle,Carnivore,6.75,7.5,23.9,5.0,AS
Red Chinned Panchax,/species-spotlight/red-chinned-panchax/,Epiplatysdageti,Actinopterygii,Cyprinodontiformes,Nothobranchiidae,Peaceful,Middle - Top,Omnivore,6.5,8.5,23.6,5.0,AF
Red Devil Tetra,/species-spotlight/red-devil-tetra/,Hyphessobryconpiranga,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.5,10.0,25.0,3.5,SA
Red Eye Tetra,/species-spotlight/red-eye-tetra/,Moenkhausiasanctaefilomenae,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,7.0,12.5,26.65,7.0,SA
Red Garra,/species-spotlight/red-garra/,GarraRufa,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Bottom,Omnivore,7.0,10.0,19.75,14.0,AS
Red Laser Tetra,/species-spotlight/red-laser-tetra/,Hemigrammuscoeruleus,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.5,8.5,25.0,6.0,SA
Red Line Lizard Tetra,/species-spotlight/red-line-lizard-tetra/,Iguanodectesgeisleri,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.0,6.0,24.75,5.5,SA
Red Line Rasbora,/species-spotlight/red-line-rasbora/,Trigonopomapauciperforata,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,6.25,8.5,23.0,6.0,AS
Red Line Tetra,/species-spotlight/red-line-tetra/,Hyphessobryconamapaensis,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.0,10.0,25.55,3.0,SA
Red Neon Blue Eye Rainbowfish,/species-spotlight/red-neon-blue-eye-rainbowfish/,Pseudomugilluminatus,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle - Top,Omnivore,7.0,13.5,21.5,4.0,AS
Red Nose Shrimp,/species-spotlight/red-nose-shrimp/,Caridinagracilirostris,Malacostraca,Decapoda,Atyidae,Peaceful,All Levels,Omnivore,7.5,9.5,25.85,4.5,AS
Red Phantom Tetra,/species-spotlight/red-phantom-tetra/,Hyphessobryconsweglesi,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.0,11.5,21.0,4.0,SA
Red Rainbowfish,/species-spotlight/red-rainbowfish/,GlossolepisIncisus,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle - Top,Omnivore,7.75,15.0,25.0,15.0,OC
Red Rili Shrimp,/species-spotlight/red-rili-shrimp/,Neocaridinadavidivar,Malacostraca,Decapoda,Atyidae,Peaceful,All Levels,Omnivore,7.0,6.0,23.85,4.0,AS
Red Shiner,/species-spotlight/red-shiner/,Cyprinellalutrensis,Actinopterygii,Cypriniformes,Leuciscidae,Peaceful,Middle - Top,Omnivore,7.25,10.0,16.1,9.0,NAM
Red Skirt Betta,/species-spotlight/red-skirt-betta/,BettaFalx,Actinopterygii,Anabantiformes,Osphronemidae,Peaceful,All Levels,Omnivore,5.75,6.0,24.45,4.0,AS
Red Tail Hemiodus Tetra,/species-spotlight/red-tail-hemiodus-tetra/,Hemiodusgracilis,Actinopterygii,Characiformes,Hemiodontidae,Peaceful,Middle - Top,Omnivore,6.5,9.5,24.45,15.0,SA
Red Tailed Black Shark,/species-spotlight/red-tailed-black-shark/,Epalzeorhynchosbicolor,Actinopterygii,Cypriniformes,Cyprinidae,Aggressive,Bottom - Middle,Omnivore,7.0,13.0,24.45,16.0,AS
Redbreasted Acara,/species-spotlight/redbreasted-acara/,Laetacaradorsigera,Actinopterygii,Cichliformes,Cichlidae,Peaceful,Bottom - Middle,Omnivore,6.25,10.5,23.9,6.0,SA
Redfin Congo Tetra,/species-spotlight/redfin-congo-tetra/,Micralestesoccidentalis,Actinopterygii,Characiformes,Alestidae,Peaceful,Middle - Top,Omnivore,6.5,10.0,23.9,8.0,AF
Redfin Dwarf Rainbowfish,/species-spotlight/redfin-dwarf-rainbowfish/,Melanotaeniamaccullochi,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle,Omnivore,6.5,11.5,25.0,7.0,OC
Redfin Penguin Tetra,/species-spotlight/redfin-penguin-tetra/,Thayeriasp,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.75,12.5,25.3,6.0,SA
Redline Apistogramma,/species-spotlight/redline-apistogramma/,Apistogrammahongsloi,Actinopterygii,Cichliformes,Cichlidae,Peaceful,Bottom - Middle,Omnivore,6.25,3.5,25.85,7.5,SA
Reed Tetra,/species-spotlight/reed-tetra/,Hyphessobryconelachys,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.75,10.0,25.0,2.5,SA
Reticulated Corydoras,/species-spotlight/reticulated-corydoras/,Corydorasreticulatas,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.0,13.5,24.15,6.0,SA
Rohani Barb,/species-spotlight/rohani-barb/,DawkinsiaRohani,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Bottom - Middle,Omnivore,6.75,6.0,21.95,12.0,AS
Rose Danio,/species-spotlight/rose-danio/,Danioroseus,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,6.75,8.5,23.05,4.0,AS
Rosy Barb,/species-spotlight/rosy-barb/,Puntiusconchonius,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle,Omnivore,6.5,12.0,20.0,14.0,AS
Rosy Tetra,/species-spotlight/rosy-tetra/,Hyphessobryconrosaceus,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.5,6.5,25.85,4.0,SA
Royal Plecostomus,/species-spotlight/royal-plecostomus/,Panaquenigrolineatus,Actinopterygii,Siluriformes,Loricariidae,Peaceful,Bottom,Omnivore,7.0,15.0,26.1,43.0,SA
Royal Whiptail Catfish,/species-spotlight/royal-whiptail-catfish/,Sturisomapanamense,Actinopterygii,Siluriformes,Loricariidae,Peaceful,Bottom,Omnivore,7.0,10.0,23.05,20.0,SA
Ruby Rasbora,/species-spotlight/ruby-rasbora/,Paedocyprisprogenetica,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle,Omnivore,3.5,2.5,29.2,1.0,AS
Ruby Tetra,/species-spotlight/ruby-tetra/,Axelrodiariesei,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,5.5,7.5,23.9,2.5,SA
Rummy Nose Rasbora,/species-spotlight/rummy-nose-rasbora/,Sawbwaresplendens,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,All Levels,Omnivore,7.0,9.0,22.8,3.5,AS
Rummy Nose Tetra,/species-spotlight/rummy-nose-tetra/,Hemigrammusrhodostomus,Actinopterygii,Characiformes,Characidae,Peaceful,Middle,Omnivore,7.0,8.5,25.55,3.0,SA
Rusty Corydoras,/species-spotlight/rusty-corydoras/,Corydorasrabauti,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.0,8.5,24.45,6.5,SA
Saddleback Loach,/species-spotlight/saddleback-loach/,HomalopteraOrthogoniata,Actinopterygii,Cypriniformes,Balitoridae,Peaceful,Bottom,Omnivore,6.75,7.5,22.8,12.5,AS
Sahul Rainbowfish,/species-spotlight/sahul-rainbowfish/,Melanotaeniasahulensis,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle,Omnivore,6.75,12.5,25.0,5.5,OC
Sailfin Tetra,/species-spotlight/sailfin-tetra/,Crenuchusspilurus,Actinopterygii,Characiformes,Crenuchidae,Peaceful,Bottom - Middle,Omnivore,5.5,3.0,23.9,5.5,SA
Salt and Pepper Corydoras,/species-spotlight/salt-and-pepper-corydoras/,Corydorashabrosus,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.0,12.5,23.9,3.5,SA
Samurai Gourami,/species-spotlight/samurai-gourami/,Sphaerichthysvaillanti,Actinopterygii,Anabantiformes,Osphronemidae,Peaceful,All Levels,Omnivore,5.0,27.5,27.5,8.0,AS
Sands Corydoras,/species-spotlight/sands-corydoras/,Corydorasdavidsandsi,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,6.0,7.0,23.05,6.0,SA
Scarlet Badis,/species-spotlight/scarlet-badis/,DarioDario,Actinopterygii,Perciformes,Badidae,Semi-Aggressive,Bottom - Middle,Carnivore,7.5,15.0,22.1,2.0,AS
Schistura Spilota,/species-spotlight/schistura-spilota/,Schisturaspilota,Actinopterygii,Cypriniformes,Nemacheilidae,Semi-Aggressive,Bottom,Omnivore,6.75,8.5,23.05,10.0,AS
Schwartzs Corydoras,/species-spotlight/schwartzs-corydoras/,Corydorasschwartzi,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.0,13.5,24.15,7.0,SA
Scissortail Rasbora,/species-spotlight/scissortail-rasbora/,Rasboratrilineata,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,6.5,7.0,23.5,15.0,AS
Serpae Tetra,/species-spotlight/serpae-tetra/,Hyphessobryconeques,Actinopterygii,Characiformes,Characidae,Peaceful,Middle,Omnivore,6.4,15.0,24.15,4.5,SA
Shadow Panda Shrimp,/species-spotlight/shadow-panda-shrimp/,"Caridinacantonensisvar""Panda""",Malacostraca,Decapoda,Atyidae,Peaceful,All Levels,Omnivore,6.25,4.5,21.1,3.0,AS
Siamese Algae Eater,/species-spotlight/siamese-algae-eater/,Crossocheilusoblongus,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Bottom,Omnivore,7.25,12.5,25.0,16.0,AS
Siamese Dwarf Rasbora,/species-spotlight/siamese-dwarf-rasbora/,Trigonostigmasomphongsi,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,6.0,6.0,23.5,2.5,AS
Siamese Fighting Fish,/species-spotlight/siamese-fighting-fish/,BettaSplendens,Actinopterygii,Anabantiformes,Osphronemidae,Semi-Aggressive,Top,Omnivore,7.0,12.5,25.85,7.0,AS
Siamese Tigerfish,/species-spotlight/siamese-tigerfish/,Datnioidesmicrolepis,Actinopterygii,Perciformes,Datnioididae,Semi-Aggressive,All Levels,Carnivore,7.0,12.5,24.15,45.0,AS
Sidestripe Rasbora,/species-spotlight/sidestripe-rasbora/,Rasborapaviana,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,6.75,7.0,24.45,10.0,AS
Silver Flying Fox,/species-spotlight/silver-flying-fox/,Crossocheilusreticulatus,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Bottom - Middle,Herbivore,6.75,6.5,20.0,17.0,AS
Silvertip Tetra,/species-spotlight/silvertip-tetra/,Hasemanianana,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,7.0,12.5,24.75,5.0,SA
Simons Rasbora,/species-spotlight/simons-rasbora/,Rasborasimonbirchi,Actinopterygii,Cypriniformes,Danionidae,Peaceful,Middle - Top,Omnivore,6.75,7.0,24.45,10.0,AS
Six Banded Distichodus,/species-spotlight/six-banded-distichodus/,Distichodussexfasciatus,Actinopterygii,Characiformes,Distichodontidae,Aggressive,Middle,Omnivore,6.75,15.0,24.15,75.0,AF
Six Stripes Tetra,/species-spotlight/six-stripes-tetra/,HyphessbryconHexastichos,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.5,6.5,25.85,6.0,SA
Skunk Corydoras,/species-spotlight/skunk-corydoras/,Corydorasgranti,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,6.25,7.0,23.9,5.5,SA
Skunk Loach,/species-spotlight/skunk-loach/,Yasuhikotakiamorleti,Actinopterygii,Cypriniformes,Botiidae,Semi-Aggressive,Bottom,Omnivore,7.0,8.5,28.05,10.0,AS
Slant Bar Corydoras,/species-spotlight/slant-bar-corydoras/,Corydorasloxozonus,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.0,13.5,22.5,5.0,SA
Smudge Spot Corydoras,/species-spotlight/smudge-spot-corydoras/,Corydorassimilis,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,6.5,12.5,24.15,4.0,SA
Snakehead Betta,/species-spotlight/snakehead-betta/,Bettachannoides,Actinopterygii,Anabantiformes,Osphronemidae,Peaceful,Middle - Top,Omnivore,5.25,12.5,26.4,5.0,AS
Snakeskin Barb,/species-spotlight/snakeskin-barb/,DesmopuntiusRhomboocellatus,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,5.5,7.5,23.9,5.5,AS
Snakeskin Gourami,/species-spotlight/snakeskin-gourami/,Trichopoduspectoralis,Actinopterygii,Anabantiformes,Osphronemidae,Peaceful,Bottom - Middle,Herbivore,7.0,16.0,26.1,20.0,AS
Snowball Plecostomus L102,/species-spotlight/snowball-plecostomus-l102/,HypancistrusInspector,Actinopterygii,Siluriformes,Loricariidae,Peaceful,Bottom,Omnivore,6.75,8.0,26.1,16.0,SA
